"EMD-","Status","Entry Title","Entry Authors","Deposit Date","Resolution (Å)","Associated PDB","Citation Title"
"0693","REL","Cryo-EM structure of human MLL3-ubNCP complex (4.0 angstrom)","Huang J, Xue H, Yao T","2019-07-20","4","6kiw","Structural basis of nucleosome recognition and modification by MLL methyltransferases."
"0700","REL","cryo-EM structure of Escherichia coli Crl transcription activation complex","Xu J, Zhang Y","2019-07-21","3.8","6kj6","Crl activates transcription by stabilizing active conformation of the master stress transcription initiation factor."
"0701","REL","human KCC1 structure determined in KCl and detergent GDN","Liu S, Chang S, Ye S, Bai X, Guo J","2019-07-27","2.9","6kkr","Cryo-EM structures of the human cation-chloride cotransporter KCC1."
"0702","REL","human KCC1 structure determined in KCl and lipid nanodisc","Liu S, Chang S, Ye S, Bai X, Guo J","2019-07-27","2.9","6kkt","Cryo-EM structures of the human cation-chloride cotransporter KCC1."
"0703","REL","human KCC1 structure determined in NaCl and GDN","Liu S, Chang S, Ye S, Bai X, Guo J","2019-07-27","3.5","6kku","Cryo-EM structures of the human cation-chloride cotransporter KCC1."
"0704","REL","Structure of LbCas12a-crRNA complex bound to AcrVA4 (form A complex)","Peng R, Li Z, Xu Y, He S, Peng Q, Shi Y, Gao GF","2019-07-30","3.3","6kl9","Structural insight into multistage inhibition of CRISPR-Cas12a by AcrVA4."
"0706","REL","Structure of apo Lassa virus polymerase","Peng R, Xu X, Jing J, Peng Q, Gao GF, Shi Y","2019-07-30","3.9","6klc","Structural insight into arenavirus replication machinery."
"0707","REL","Structure of apo Machupo virus polymerase","Peng R, Xu X, Jing J, Peng Q, Gao GF, Shi Y","2019-07-30","3.6","6kld","Structural insight into arenavirus replication machinery."
"0710","REL","Dimeric structure of Machupo virus polymerase bound to vRNA promoter","Peng R, Xu X, Jing J, Peng Q, Gao GF, Shi Y","2019-07-30","3.7","6klh","Structural insight into arenavirus replication machinery."
"0711","REL","F-actin of cardiac thin filament in low-calcium state","Oda T, Yanagisawa H, Wakabayashi T","2019-07-30","3","6kll","Cryo-EM structures of cardiac thin filaments reveal the 3D architecture of troponin."
"0712","REL","F-actin of cardiac thin filament in high-calcium state","Oda T, Yanagisawa H, Wakabayashi T","2019-07-30","3.4","6kln","Cryo-EM structures of cardiac thin filaments reveal the 3D architecture of troponin."
"0713","REL","Complex structure of Iota toxin enzymatic component (Ia) and binding component (Ib) pore with short stem","Yoshida T, Yamada T, Kawamoto A, Mitsuoka K, Iwasaki K, Tsuge H","2019-07-30","2.8","6klo","Cryo-EM structures reveal translocational unfolding in the clostridial binary iota toxin complex."
"0716","REL","Hyperthermophilic respiratory Complex III","Fei S, Hartmut M, Yun Z, Guohong P, Guoliang Z, Hui Z, Shuangbo Z, Xiaoyun P, Yan Z","2019-07-30","3.3","6kls","A 3.3 angstrom -Resolution Structure of Hyperthermophilic Respiratory Complex III Reveals the Mechanism of Its Thermal Stability."
"0719","REL","Hyperthermophilic respiratory Complex III","Fei S, Hartmut M, Yun Z, Guohong P, Guoliang Z, Hui Z, Shuangbo Z, Xiaoyun P, Yan Z","2019-07-30","3.2","6klv","A 3.3 angstrom -Resolution Structure of Hyperthermophilic Respiratory Complex III Reveals the Mechanism of Its Thermal Stability."
"0720","REL","Complex structure of Iota toxin enzymatic component (Ia) and binding component (Ib) pore with long stem","Yoshida T, Yamada T, Kawamoto A, Mitsuoka K, Iwasaki K, Tsuge H","2019-07-30","2.9","6klw","Cryo-EM structures reveal translocational unfolding in the clostridial binary iota toxin complex."
"0721","REL","Pore structure of Iota toxin binding component (Ib)","Yoshida T, Yamada T, Kawamoto A, Mitsuoka K, Iwasaki K, Tsuge H","2019-07-30","2.9","6klx","Cryo-EM structures reveal translocational unfolding in the clostridial binary iota toxin complex."
"0724","REL","FimA type V pilus from P.gingivalis","Shibata S, Shoji M, Matsunami H, Matthews M, Imada K, Nakayama K, Wolf M","2019-07-31","3.6","6kmf","Structure of polymerized type V pilin reveals assembly mechanism involving protease-mediated strand exchange."
"0726","REL","Structure of PSI from H. hongdechloris grown under white light condition","Kato K, Nagao R, Shen JR, Miyazaki N, Akita F","2019-08-01","2.4","6kmw","Structural basis for the adaptation and function of chlorophyll f in photosystem I."
"0727","REL","Structure of PSI from H. hongdechloris grown under far-red light condition","Kato K, Nagao R, Shen JR, Miyazaki N, Akita F","2019-08-01","2.4","6kmx","Structural basis for the adaptation and function of chlorophyll f in photosystem I."
"0730","REL","CryoEM map and model of Nitrite Reductase at pH 6.2","Adachi N, Yamaguchi T, Moriya T, Kawasaki M, Koiwai K, Shinoda A, Yamada Y, Yumoto F, Kohzuma T, Senda T","2019-08-05","3","6knf","CryoEM map and model of Nitrite Reductase at pH 6.2"
"0731","REL","CryoEM map and model of Nitrite Reductase at pH 8.1","Adachi N, Yamaguchi T, Moriya T, Kawasaki M, Koiwai K, Shinoda A, Yamada Y, Yumoto F, Kohzuma T, Senda T","2019-08-05","2.9","6kng","CryoEM map and model of Nitrite Reductase at pH 8.1"
"0740","REL","277 K cryoEM structure of Sso-KARI in complex with magnesium ions","Chen CY, Chang YC, Lin BL, Huang CH, Tsai MD","2019-08-13","2.4","6kou","Temperature-Resolved Cryo-EM Uncovers Structural Bases of Temperature-Dependent Enzyme Functions."
"0742","REL","277 K cryoEM structure of Sso-KARI in complex with Mg2+  NADH and CPD","Chen CY, Chang YC, Lin BL, Huang CH, Tsai MD","2019-08-15","2.8","6kpa","Temperature-Resolved Cryo-EM Uncovers Structural Bases of Temperature-Dependent Enzyme Functions."
"0743","REL","343 K cryoEM structure of Sso-KARI in complex with Mg2+","Chen CY, Chang YC, Lin BL, Huang CH, Tsai MD","2019-08-15","2.8","6kpe","Temperature-Resolved Cryo-EM Uncovers Structural Bases of Temperature-Dependent Enzyme Functions."
"0744","REL","Cryo-EM structure of a class A GPCR with G protein complex","Li XT, Hua T, Wu LJ, Makriyannis A, Shen L, Wang YX, Liu ZJ","2019-08-15","2.9","6kpf","Activation and Signaling Mechanism Revealed by Cannabinoid Receptor-GiComplex Structures."
"0745","REL","Cryo-EM structure of CB1-G protein complex","Hua T, Li XT, Wu LJ, Makriyannis A, Wang YX, Shen L, Liu ZJ","2019-08-15","3","6kpg","Activation and Signaling Mechanism Revealed by Cannabinoid Receptor-GiComplex Structures."
"0746","REL","343 K cryoEM structure of Sso-KARI in complex with Mg2+  NADH and CPD","Chen CY, Chang YC, Lin BL, Huang CH, Tsai MD","2019-08-15","2.4","6kph","Temperature-Resolved Cryo-EM Uncovers Structural Bases of Temperature-Dependent Enzyme Functions."
"0747","REL","298 K cryoEM structure of Sso-KARI in complex with Mg2+","Chen CY, Chang YC, Lin BL, Huang CH, Tsai MD","2019-08-15","2.4","6kpi","Temperature-Resolved Cryo-EM Uncovers Structural Bases of Temperature-Dependent Enzyme Functions."
"0748","REL","298 K cryoEM structure of Sso-KARI in complex with Mg2+  NADH and CPD","Chen CY, Chang YC, Lin BL, Huang CH, Tsai MD","2019-08-15","2.6","6kpj","Temperature-Resolved Cryo-EM Uncovers Structural Bases of Temperature-Dependent Enzyme Functions."
"0749","REL","309 K cryoEM structure of Sso-KARI in complex with Mg2+","Chen CY, Chang YC, Lin BL, Huang CH, Tsai MD","2019-08-15","2.3","6kpk","Temperature-Resolved Cryo-EM Uncovers Structural Bases of Temperature-Dependent Enzyme Functions."
"0750","REL","323 K cryoEM structure of Sso-KARI in complex with Mg2+","Chen CY, Chang YC, Lin BL, Huang CH, Tsai MD","2019-08-16","2.3","6kq4","Temperature-Resolved Cryo-EM Uncovers Structural Bases of Temperature-Dependent Enzyme Functions."
"0751","REL","328 K cryoEM structure of Sso-KARI in complex with Mg2+","Chen CY, Chang YC, Lin BL, Huang CH, Tsai MD","2019-08-16","3","6kq8","Temperature-Resolved Cryo-EM Uncovers Structural Bases of Temperature-Dependent Enzyme Functions."
"0752","REL","309 K cryoEM structure of Sso-KARI in complex with Mg2+  NADH and CPD","Chen CY, Chang YC, Lin BL, Huang CH, Tsai MD","2019-08-18","2.5","6kqj","Temperature-Resolved Cryo-EM Uncovers Structural Bases of Temperature-Dependent Enzyme Functions."
"0753","REL","323 K cryoEM structure of Sso-KARI in complex with Mg2+  NADH and CPD","Chen CY, Chang YC, Lin BL, Huang CH, Tsai MD","2019-08-18","2.2","6kqk","Temperature-Resolved Cryo-EM Uncovers Structural Bases of Temperature-Dependent Enzyme Functions."
"0754","REL","328 K cryoEM structure of Sso-KARI in complex with Mg2+  NADH and CPD","Chen CY, Chang YC, Lin BL, Huang CH, Tsai MD","2019-08-18","2.5","6kqo","Temperature-Resolved Cryo-EM Uncovers Structural Bases of Temperature-Dependent Enzyme Functions."
"0758","REL","TRiC at 0.2 mM ADP-AlFx  Conformation 1  0.2-C1","Jin M, Cong Y","2019-08-23","3","6ks6","An ensemble of cryo-EM structures of TRiC reveal its conformational landscape and subunit specificity."
"0766","REL","TRiC at 0.2 mM ATP  0.2-ATP","Jin M, Cong Y","2019-08-23","4","","An ensemble of cryo-EM structures of TRiC reveal its conformational landscape and subunit specificity."
"0767","REL","TRiC at 0.5 mM ADP-AlFx  Conformation 1  0.5-C1","Jin M, Cong Y","2019-08-23","3.4","","An ensemble of cryo-EM structures of TRiC reveal its conformational landscape and subunit specificity."
"0775","REL","Cryo-EM structure of the human concentrative nucleoside transporter CNT3","Zhou YX, Liao LH, Li JL, Xiao QJ, Sun LF, Deng D","2019-08-26","3.6","6ksw","Cryo-EM structure of the human concentrative nucleoside transporter CNT3."
"0776","REL","Structure of the African swine fever virus major capsid protein p72","Liu Q, Xiang Y","2019-08-31","2.7","6ku9","Structure of the African swine fever virus major capsid protein p72."
"0780","REL","cryo-EM structure of human PA200","Ouyang S, Hongxin G","2019-09-09","3.8","6kwx","Cryo-EM structures of the human PA200 and PA200-20S complex reveal regulation of proteasome gate opening and two PA200 apertures."
"0781","REL","human PA200-20S complex","Ouyang S, Hongxin G","2019-09-09","2.7","6kwy","Cryo-EM structures of the human PA200 and PA200-20S complex reveal regulation of proteasome gate opening and two PA200 apertures."
"0782","REL","Cryo-EM structure of human IgM-Fc in complex with the J chain and the ectodomain of pIgR","Li Y, Wang G, Xiao J","2019-09-12","3.4","6kxs","Structural basis for the assembly of secretory polymeric immunoglobulins."
"0783","REL","The pioneer transcription factor GATA3 bound to nucleosome","Tanaka H, Takizawa Y, Takaku M, Kato D, Kumagawa Y, Grimm SA, Wade PA, Kurumizaka H","2019-09-20","3.2","","Interaction of the pioneer transcription factor GATA3 with nucleosomes."
"0784","REL","YebT domain1-4","Wang HW, Liu C, Zhang L","2019-09-23","3.1","6kz3","Cryo-EM Structure of a Bacterial Lipid Transporter YebT."
"0785","REL","YebT domain 5-7","Wang HW, Liu C, Zhang L","2019-09-23","3","6kz4","Cryo-EM Structure of a Bacterial Lipid Transporter YebT."
"0791","REL","membrane protein","Yan N","2019-09-25","3.3","6kzo","Cryo-EM structures of apo and antagonist-bound human Cav3.1."
"0792","REL","calcium channel-ligand","Yan N","2019-09-25","3.1","6kzp","Cryo-EM structures of apo and antagonist-bound human Cav3.1."
"0796","REL","F-actin part of cardiac thin filament  actin levels II-IV  low calcium state","Oda T, Yanagisawa H","2019-09-30","3.4","","Cryo-EM structures of cardiac thin filaments reveal the 3D architecture of troponin."
"0798","REL","F-actin part of cardiac thin filament in low calcium state  actin levels VI-VII  I","Oda T, Yanagisawa H","2019-09-30","3.5","","Cryo-EM structures of cardiac thin filaments reveal the 3D architecture of troponin."
"0805","REL","F-actin part of cardiac thin filament in high Ca state  actin levels VI-VII  I","Oda T, Yanagisawa H","2019-09-30","3.7","","Cryo-EM structures of cardiac thin filaments reveal the 3D architecture of troponin."
"0807","REL","Cardiac thin filament in low calcium state","Oda T, Yanagisawa H","2019-10-01","3.2","","Cryo-EM structures of cardiac thin filaments reveal the 3D architecture of troponin."
"0808","REL","Cardiac thin filament in high calcium state","Oda T, Yanagisawa H","2019-10-02","3.4","","Cryo-EM structures of cardiac thin filaments reveal the 3D architecture of troponin."
"0822","REL","Cryo-EM structure of dimeric quinol dependent Nitric Oxide Reductase (qNOR) from the pathogen Neisseria meninigitidis","Jamali MMA, Gopalasingam CC, Johnson RM, Tosha T, Muench SP, Muramoto K, Antonyuk SV, Shiro Y, Hasnain SS","2019-10-11","3.1","6l3h","The active form of quinol-dependent nitric oxide reductase fromNeisseria meningitidisis a dimer."
"0825","REL","Human Cx31.3/GJC3 connexin hemichannel in the absence of calcium","Lee HJ, Jeong H, Ryu B, Hyun J, Woo JS","2019-10-15","2.3","6l3t","Cryo-EM structure of human Cx31.3/GJC3 connexin hemichannel."
"0826","REL","Human Cx31.3/GJC3 connexin hemichannel in the presence of calcium","Lee HJ, Jeong H, Ryu B, Hyun J, Woo JS","2019-10-15","2.5","6l3u","Cryo-EM structure of human Cx31.3/GJC3 connexin hemichannel."
"0827","REL","The R15G mutant of human Cx31.3/GJC3 connexin hemichannel","Lee HJ, Jeong H, Ryu B, Hyun J, Woo JS","2019-10-15","2.6","6l3v","Cryo-EM structure of human Cx31.3/GJC3 connexin hemichannel."
"0828","REL","Structure of severe fever with thrombocytopenia syndrome virus L protein","Wang P, Lou Z","2019-10-15","3.4","6l42","Structure of severe fever with thrombocytopenia syndrome virus L protein"
"0831","REL","Structure of the human sterol O-acyltransferase 1 in complex with CI-976","Chen L, Guan C, Niu Y","2019-10-16","3.5","6l47","Structural insights into the inhibition mechanism of human sterol O-acyltransferase 1 by a competitive inhibitor."
"0832","REL","Structure of the human sterol O-acyltransferase 1 in resting state","Chen L, Guan C, Niu Y","2019-10-16","3.5","6l48","Structural insights into the inhibition mechanism of human sterol O-acyltransferase 1 by a competitive inhibitor."
"0834","REL","Structure of the peripheral FCPI from diatom","Nagao R, Kato K, Miyazaki N, Akita F, Shen JR","2019-10-21","2.6","6l4t","Structure of photosystem I-light-harvesting supercomplex from a red-lineage diatom"
"0835","REL","Structure of the PSI-FCPI supercomplex from diatom","Nagao R, Kato K, Miyazaki N, Akita F, Shen JR","2019-10-21","2.4","6l4u","Structure of photosystem I-light-harvesting supercomplex from a red-lineage diatom"
"0836","REL","Structure of SMG1","Xu Y, Qi Y","2019-10-22","3.6","6l53","Cryo-EM structure of SMG1-SMG8-SMG9 complex."
"0837","REL","Structure of SMG189","Xu Y, Qi Y","2019-10-22","3.4","6l54","Cryo-EM structure of SMG1-SMG8-SMG9 complex."
"0841","REL","CsgFG complex in Curli biogenesis system","Yan ZF, Yin M, Chen JN, Li XM","2019-11-01","3.4","6l7a","Assembly and substrate recognition of curli biogenesis system."
"0842","REL","CsgFG complex with substrate CsgAN6 peptide in Curli biogenesis system","Yan ZF, Yin M, Chen JN, Li XM","2019-11-01","3.3","6l7c","Assembly and substrate recognition of curli biogenesis system."
"0843","REL","Toxin Complex TcdA1-TcdB1-TccC2","Yan ZF, Yang GW","2019-11-01","3.2","6l7e","Toxin Complex TcdA1-TcdB1-TccC2"
"0849","REL","cryo-EM structure of cyanobacteria Fd-NDH-1L complex","Zhang C, Shuai J, Wu J, Lei M","2019-11-02","3.2","6l7o","Structural insights into NDH-1 mediated cyclic electron transfer."
"0850","REL","cryo-EM structure of cyanobacteria NDH-1LdelV complex","Zhang C, Shuai J, Wu J, Lei M","2019-11-02","3.6","6l7p","Structural insights into NDH-1 mediated cyclic electron transfer."
"0854","REL","Cryo-EM structure of full echovirus 11 particle at pH 7.4","Liu S, Gao FG","2019-11-11","2.3","6la3","Molecular and structural basis of Echovirus 11 infection by using the dual-receptor system of CD55 and FcRn."
"0855","REL","Cryo-EM structure of full echovirus 11 particle at pH 5.5","Liu S, Gao FG","2019-11-11","2.3","6la4","Molecular and structural basis of Echovirus 11 infection by using the dual-receptor system of CD55 and FcRn."
"0856","REL","Cryo-EM structure of echovirus 11 complexed with its attaching receptor CD55 at pH 7.4","Liu S, Gao FG","2019-11-12","2.9","6la5","Molecular and structural basis of Echovirus 11 infection by using the dual-receptor system of CD55 and FcRn."
"0857","REL","Cryo-EM structure of echovirus 11 complexed with its uncoating receptor FcRn at pH 7.4","Liu S, Gao FG","2019-11-12","2.4","6la6","Molecular and structural basis of Echovirus 11 infection by using the dual-receptor system of CD55 and FcRn."
